iter	Accuracy	Logloss
149	0.781741774	0.5301350913
150	0.7969420601	0.5293628316
151	0.7816523605	0.5288521582
152	0.797925608	0.5283687701
153	0.7827253219	0.5278715933
154	0.7827253219	0.5273515094
155	0.7827253219	0.5268691458
156	0.7827253219	0.526172914
157	0.7827253219	0.5256761576
158	0.7827253219	0.5251982031
159	0.7828147353	0.5246969978
160	0.7813841202	0.524076916
161	0.7816523605	0.5234106011
162	0.7826359084	0.5229572834
163	0.7829041488	0.5222819125
164	0.7826359084	0.5218024712
165	0.7826359084	0.5213553251
166	0.7946173104	0.5206164711
167	0.7947961373	0.519873564
168	0.7947067239	0.5192152384
169	0.7946173104	0.5187652696
170	0.7946173104	0.5181650369
171	0.7954220315	0.5177196903
172	0.7958690987	0.5170828589
173	0.7954220315	0.5165945313
174	0.7966738197	0.5161721251
175	0.8137517883	0.5157318083
176	0.7966738197	0.5151057054
177	0.7966738197	0.5146329975
178	0.7967632332	0.5142224551
179	0.7970314735	0.5136189745
180	0.7966738197	0.5132057247
181	0.7966738197	0.51277061
182	0.7978361946	0.512154462
183	0.797925608	0.5114417387
184	0.8003397711	0.5109933688
185	0.8003397711	0.5103876443
186	0.800518598	0.5096994528
187	0.8173283262	0.5090578799
188	0.800518598	0.5084674342
189	0.8137517883	0.5080213714
190	0.8003397711	0.507612543
191	0.8138412017	0.5071788316
192	0.8173283262	0.506581024
193	0.8132153076	0.5061647976
194	0.8149141631	0.5056039381
195	0.813304721	0.5050266042
196	0.81768598	0.5046243458
197	0.8183118741	0.5041618368
198	0.8175071531	0.5037494188
199	0.8158082976	0.5033550767
200	0.8157188841	0.5029529208
201	0.8132153076	0.5025613646
202	0.8157188841	0.5021323584
203	0.8137517883	0.5017359864
204	0.8163447783	0.5012928937
205	0.8160765379	0.5008886502
206	0.8160765379	0.5003544941
207	0.8163447783	0.499710365
208	0.8222460658	0.4992825462
209	0.8216201717	0.4987739159
210	0.8217095851	0.4983894072
211	0.8217989986	0.4977671325
212	0.8215307582	0.4971706258
213	0.8225143062	0.4967853741
214	0.8227825465	0.4962525752
215	0.8227825465	0.4958712042
216	0.8173283262	0.4955057822
217	0.8172389127	0.4951405442
218	0.8172389127	0.4946330991
219	0.8173283262	0.4942574463
220	0.8171494993	0.4939059557
221	0.8227825465	0.4935118325
222	0.8227825465	0.4929412912
223	0.8231402003	0.492584248
224	0.8227825465	0.4920825202
225	0.8227825465	0.4915767728
226	0.8173283262	0.4912212666
227	0.8173283262	0.490885707
228	0.8173283262	0.4905375059
229	0.8261802575	0.4901494385
230	0.8177753934	0.4898068967
231	0.8231402003	0.4894390075
232	0.8231402003	0.4890557054
233	0.8261802575	0.4886670688
234	0.8268061516	0.4882261088
235	0.8269849785	0.4878564233
236	0.8264484979	0.4874372282
237	0.8268061516	0.4870868774
238	0.8268061516	0.4867412618
239	0.8268061516	0.4863384561
240	0.8268955651	0.4859269681
241	0.827074392	0.4854196669
242	0.8274320458	0.4848532794
243	0.8273426323	0.4845027184
244	0.8273426323	0.4840117913
245	0.8275214592	0.4836793883
246	0.8273426323	0.4833554372
247	0.8274320458	0.4830231534
248	0.8275214592	0.4825439991
249	0.8275214592	0.4822204971
250	0.8272532189	0.4818930467
251	0.829667382	0.4815257622
252	0.8295779685	0.4809617951
253	0.8295779685	0.4804312087
254	0.829667382	0.4800822461
255	0.8285050072	0.4796441178
256	0.8285050072	0.4791842123
257	0.8285050072	0.4787941214
258	0.8288626609	0.4783297101
259	0.8290414878	0.4780050385
260	0.8290414878	0.4774667948
261	0.8297567954	0.4771578569
262	0.8297567954	0.4766407573
263	0.8300250358	0.4761128776
264	0.8299356223	0.475799799
265	0.8298462089	0.4754194923
266	0.8297567954	0.4750953358
267	0.8310085837	0.4747270244
268	0.8321709585	0.4743847245
269	0.8319027182	0.4739309198
270	0.832260372	0.4735842638
271	0.8324391989	0.473237878
272	0.8331545064	0.4729389405
273	0.8314556509	0.472556825
274	0.8325286123	0.4722524039
275	0.832260372	0.4719192404
276	0.832260372	0.4714859968
277	0.8331545064	0.471202556
278	0.8314556509	0.4708070994
279	0.8320815451	0.4705168548
280	0.8320815451	0.4700468741
281	0.8319921316	0.4696972781
282	0.8327968526	0.4692282119
283	0.8327968526	0.4689301267
284	0.8327968526	0.4686422696
285	0.8328862661	0.4682798928
286	0.8324391989	0.4680090579
287	0.8328862661	0.4675418661
288	0.8324391989	0.4672597889
289	0.8323497854	0.4669101692
290	0.8328862661	0.4666086379
291	0.8328862661	0.4662030604
292	0.8328862661	0.4658490532
293	0.8328862661	0.4654264009
294	0.8337804006	0.4651658916
295	0.8326180258	0.4648707703
296	0.8332439199	0.464467658
297	0.8336909871	0.4640585009
298	0.833065093	0.4636992115
299	0.8351216023	0.4633794567
300	0.8358369099	0.4630460358
301	0.8355686695	0.4626334693
302	0.8350321888	0.462284436
303	0.8346745351	0.4619612896
304	0.835658083	0.4616483773
305	0.8358369099	0.4613664094
306	0.8354792561	0.4610697416
307	0.8353004292	0.4607428536
308	0.8349427754	0.46039571
309	0.8352110157	0.4600529467
310	0.8351216023	0.4596537582
311	0.8352110157	0.4593702175
312	0.8351216023	0.4590872248
313	0.8350321888	0.4586235557
314	0.835658083	0.4583508785
315	0.8354792561	0.458018885
316	0.8344062947	0.4576271244
317	0.8352110157	0.4573250423
318	0.8351216023	0.4569423175
319	0.8351216023	0.4565383224
320	0.8351216023	0.4561596029
321	0.8355686695	0.4558405256
322	0.8353898426	0.4555447291
323	0.8355686695	0.455302562
324	0.8351216023	0.4550311657
325	0.8355686695	0.4547367922
326	0.8357474964	0.4544747578
327	0.8355686695	0.4541943799
328	0.8355686695	0.4538671711
329	0.8358369099	0.453484267
330	0.8357474964	0.4531247629
331	0.835658083	0.4528746072
332	0.8355686695	0.4525138448
333	0.8357474964	0.4521063139
334	0.8354792561	0.451861667
335	0.835658083	0.4515946053
336	0.835658083	0.4511837498
337	0.835658083	0.4508465827
338	0.8358369099	0.4505608283
339	0.8362839771	0.4503016785
340	0.8363733906	0.4500222491
341	0.8363733906	0.4497055214
342	0.8368204578	0.4493858266
343	0.8368204578	0.4489869346
344	0.8373569385	0.4486721326
345	0.8373569385	0.4482449032
346	0.8377145923	0.4479877324
347	0.8378040057	0.4476819363
348	0.8379828326	0.4473797374
349	0.8380722461	0.44707305
350	0.8367310443	0.4467835593
351	0.8366416309	0.4465297666
352	0.8367310443	0.4462499011
353	0.8368204578	0.4459431838
354	0.8369992847	0.4454967076
355	0.8371781116	0.4450661742
356	0.8371781116	0.4446458486
357	0.8371781116	0.4444154889
358	0.8371781116	0.4440582667
359	0.8370886981	0.443791376
360	0.8377145923	0.4435248047
361	0.8371781116	0.4433027042
362	0.8392346209	0.4429859492
363	0.8393240343	0.4426824467
364	0.8394134478	0.4424411548
365	0.8391452074	0.4420354518
366	0.8394134478	0.4414398686
367	0.839055794	0.4411690606
368	0.8394134478	0.440909721
369	0.8393240343	0.4406213609
370	0.8393240343	0.4403743424
371	0.8400393419	0.4400905809
372	0.8400393419	0.4395725517
373	0.8400393419	0.4392741635
374	0.8397711016	0.439034193
375	0.8400393419	0.4387547878
376	0.8397711016	0.4385262527
377	0.8399499285	0.4381073572
378	0.8400393419	0.4378734328
379	0.839860515	0.4375961187
380	0.839860515	0.4373050646
381	0.8396816881	0.4369928411
382	0.8396816881	0.4365873165
383	0.8399499285	0.4363719754
384	0.8400393419	0.43613318
385	0.8406652361	0.4359023064
386	0.8406652361	0.4355053238
387	0.8400393419	0.4352885986
388	0.8400393419	0.434995362
389	0.8401287554	0.4347272426
390	0.8402181688	0.4343483365
391	0.8402181688	0.4340786471
392	0.8403075823	0.4338047243
393	0.8409334764	0.4335128486
394	0.8407546495	0.4332476366
395	0.8407546495	0.4330461216
396	0.8406652361	0.4327228351
397	0.8404864092	0.4324633455
398	0.8443311874	0.4322167852
399	0.8404864092	0.4320033398
400	0.8404864092	0.4317282393
401	0.8404864092	0.4315075991
402	0.8404864092	0.4311947758
403	0.8404864092	0.4308383686
404	0.8404864092	0.4305489732
405	0.8412017167	0.4303321101
406	0.8413805436	0.4301191279
407	0.8414699571	0.429614099
408	0.8422746781	0.4292458847
409	0.8429005722	0.4289686397
410	0.8422746781	0.4285745812
411	0.842453505	0.4283206953
412	0.8465665236	0.4279170237
413	0.8435264664	0.4277105339
414	0.8453147353	0.4272930855
415	0.8479971388	0.4269068029
416	0.8475500715	0.4265301172
417	0.8475500715	0.4263098594
418	0.8475500715	0.4259743539
419	0.847639485	0.4257050607
420	0.8475500715	0.4253931091
421	0.8515736767	0.4251632215
422	0.8514842632	0.4248571963
423	0.8520207439	0.4246009427
424	0.851841917	0.4242987148
425	0.8520207439	0.4240876362
426	0.8520207439	0.4238846096
427	0.8522889843	0.4236508232
428	0.8521995708	0.4233163604
429	0.8521995708	0.423025285
430	0.8521101574	0.4227459895
431	0.8522889843	0.4225209321
432	0.8523783977	0.4222688544
433	0.8525572246	0.4219883139
434	0.8523783977	0.4217814717
435	0.851841917	0.4215083376
436	0.851841917	0.4213159742
437	0.8519313305	0.4209642999
438	0.8519313305	0.4206251144
439	0.8519313305	0.4203901772
440	0.8520207439	0.4200755369
441	0.851841917	0.4198182969
442	0.8525572246	0.4196007887
443	0.8525572246	0.4192952143
444	0.8521101574	0.4190478758
445	0.8520207439	0.4188116164
446	0.8488912732	0.4186147717
447	0.8520207439	0.4183688622
448	0.8527360515	0.4181433496
449	0.8520207439	0.4179038464
450	0.8522889843	0.4175722798
451	0.8521995708	0.4173411206
452	0.8522889843	0.4171041873
453	0.8524678112	0.4168353039
454	0.8525572246	0.4166513244
455	0.8525572246	0.4164275552
456	0.8537195994	0.4161076731
457	0.8538984263	0.415899056
458	0.8555078684	0.4157003624
459	0.8555972818	0.4154660349
460	0.8545243205	0.4152072046
461	0.8557761087	0.414994795
462	0.8559549356	0.414781248
463	0.8559549356	0.4144744214
464	0.8564020029	0.4142158981
465	0.8563125894	0.4139805511
466	0.855239628	0.4137881165
467	0.8555078684	0.4134185785
468	0.8556866953	0.4132435778
469	0.8548819742	0.413053736
470	0.8582796853	0.4128531301
471	0.8580114449	0.4125910232
472	0.8581008584	0.4123980801
473	0.8582796853	0.41218274
474	0.8581008584	0.4119383089
475	0.8597997139	0.411707972
476	0.8594420601	0.4114975358
477	0.8593526466	0.411291552
478	0.8593526466	0.4110866582
479	0.859620887	0.4107824189
480	0.859620887	0.4105799543
481	0.8607832618	0.4103663055
482	0.8610515021	0.4101364428
483	0.861230329	0.4097913275
484	0.861230329	0.4096128061
485	0.8600679542	0.4094251551
486	0.859620887	0.4091885469
487	0.8597997139	0.4089248141
488	0.8598891273	0.4087448029
489	0.8597103004	0.4085171678
490	0.8594420601	0.4083404998
491	0.8595314735	0.4080291547
492	0.8595314735	0.4078463899
493	0.8601573677	0.4076329352
494	0.8598891273	0.4074582385
495	0.860425608	0.4072225928
496	0.8603361946	0.4069869507
497	0.8603361946	0.4066707525
498	0.8603361946	0.4064495916
499	0.8603361946	0.4062601059
500	0.8602467811	0.4060315658
501	0.8603361946	0.4058081184
502	0.8606044349	0.4055168834
503	0.8606938484	0.4053488576
504	0.8606938484	0.4051393574
505	0.8606938484	0.4049654956
506	0.8606044349	0.4047544498
507	0.8605150215	0.4044912913
508	0.8606044349	0.4043061287
509	0.8605150215	0.4040593834
510	0.8606044349	0.40386869
511	0.8606938484	0.403558046
512	0.8607832618	0.4033894827
513	0.861230329	0.4030776063
514	0.8626609442	0.4027706826
515	0.8626609442	0.4024821597
516	0.8640021459	0.4022672034
517	0.8640021459	0.4020685483
518	0.8628397711	0.4018992455
519	0.8641809728	0.4016096996
520	0.8640021459	0.4013898953
521	0.8640915594	0.4011892721
522	0.8645386266	0.4007706414
523	0.8649856938	0.4004333044
524	0.8650751073	0.4000963523
525	0.8651645207	0.399885664
526	0.8651645207	0.3996732656
527	0.8651645207	0.3995013012
528	0.8654327611	0.3990873453
529	0.8661480687	0.3988758838
530	0.8653433476	0.3986631976
531	0.8653433476	0.3983463635
532	0.8655221745	0.3980632531
533	0.865611588	0.3978790922
534	0.8654327611	0.3976844077
535	0.8669527897	0.3974754353
536	0.8677575107	0.3971935213
537	0.8690987124	0.3970137781
538	0.8685622318	0.3967274827
539	0.8690987124	0.3964815072
540	0.8671316166	0.3963235266
541	0.8665951359	0.3960481949
542	0.86722103	0.3958753469
543	0.8678469242	0.395693672
544	0.8682939914	0.3954356268
545	0.8682939914	0.3952580072
546	0.8684728183	0.3950672778
547	0.8686516452	0.3948991739
548	0.8686516452	0.3946524842
549	0.8693669528	0.3942789733
550	0.8692775393	0.3941231059
551	0.8700822604	0.3939400957
552	0.8693669528	0.3937759316
553	0.8690987124	0.3936200368
554	0.8689198856	0.3934391656
555	0.8689198856	0.3932203419
556	0.8679363376	0.3930471587
557	0.8685622318	0.3928962973
558	0.8683834049	0.3927030051
559	0.8684728183	0.3924920408
560	0.8689198856	0.3923067843
561	0.8697246066	0.3921157179
562	0.8691881259	0.3919528017
563	0.8687410587	0.391781019
564	0.8691881259	0.391471642
565	0.86981402	0.3913075565
566	0.86981402	0.391050313
567	0.8699928469	0.3908940456
568	0.8699034335	0.3907073869
569	0.8699034335	0.3905102979
570	0.8699034335	0.3903116938
571	0.8699034335	0.3900183876
572	0.8699034335	0.3898184752
573	0.8702610873	0.3896639921
574	0.8695457797	0.3895096571
575	0.8696351931	0.3891978442
576	0.8699034335	0.3889364306
577	0.8699928469	0.3887333324
578	0.8704399142	0.3885350679
579	0.8707081545	0.3883651769
580	0.8705293276	0.3882129749
581	0.8733011445	0.3880382466
582	0.8715128755	0.387881732
583	0.8715128755	0.3877084104
584	0.8718705293	0.3875637091
585	0.871602289	0.3873730527
586	0.8715128755	0.3871369391
587	0.8717811159	0.3869917862
588	0.8717811159	0.3867817002
589	0.8717811159	0.3866439271
590	0.8721387697	0.3863651629
591	0.8719599428	0.3861539841
592	0.8721387697	0.3860035013
593	0.8721387697	0.3858532376
594	0.871602289	0.3856686996
595	0.871602289	0.385532149
596	0.8731223176	0.3853755235
597	0.8733905579	0.3851305965
598	0.8718705293	0.3849854775
599	0.8730329041	0.3848234666
600	0.8733011445	0.384553801
601	0.8735693848	0.3844165371
602	0.8735693848	0.3841729635
603	0.8734799714	0.3839808713
604	0.8744635193	0.3835936824
605	0.8744635193	0.3834595291
606	0.8740164521	0.3833029778
607	0.8736587983	0.3831650778
608	0.8738376252	0.3830187168
609	0.8739270386	0.382811516
610	0.8739270386	0.3826359367
611	0.8740164521	0.3824336063
612	0.874195279	0.3822755694
613	0.8741058655	0.382032959
614	0.8747317597	0.381853819
615	0.8744635193	0.381710003
616	0.8742846924	0.3815524961
617	0.8739270386	0.3814191744
618	0.8745529328	0.3812608939
619	0.8748211731	0.3811038563
620	0.8742846924	0.3809531741
621	0.8743741059	0.3807860268
622	0.8745529328	0.3806062561
623	0.8748211731	0.3804238785
624	0.8757153076	0.3802469239
625	0.8754470672	0.3800665475
626	0.8759835479	0.3796980957
627	0.8759835479	0.379517786
628	0.8760729614	0.3792874604
629	0.8766094421	0.3790525556
630	0.8786659514	0.3788811136
631	0.8779506438	0.3787158932
632	0.8782188841	0.3785915156
633	0.8788447783	0.3784479301
634	0.8787553648	0.3782525506
635	0.8784871245	0.3781245436
636	0.8782188841	0.3779729872
637	0.878397711	0.3778376937
638	0.8792918455	0.3775589589
639	0.8786659514	0.3773360305
640	0.8786659514	0.3771691907
641	0.8786659514	0.3769287448
642	0.8787553648	0.3766796083
643	0.8786659514	0.376518822
644	0.8786659514	0.3762493397
645	0.8790236052	0.3761280357
646	0.8786659514	0.3759489566
647	0.878397711	0.3757906243
648	0.8790236052	0.3756666083
649	0.8786659514	0.3754741174
650	0.8789341917	0.375351669
651	0.8771459227	0.3751794091
652	0.8790236052	0.3750355092
653	0.8796494993	0.3748697457
654	0.8794706724	0.3747278758
655	0.8794706724	0.374581544
656	0.8793812589	0.3744269918
657	0.8794706724	0.3742894495
658	0.8792918455	0.3741505691
659	0.8795600858	0.373994724
660	0.8795600858	0.3737297714
661	0.8796494993	0.3735796072
662	0.8795600858	0.3734517875
663	0.8806330472	0.3733059138
664	0.8797389127	0.3731472216
665	0.8799177396	0.3729416143
666	0.8795600858	0.3728019669
667	0.8797389127	0.3726670135
668	0.8799177396	0.37245428
669	0.8799177396	0.3722826859
670	0.8807224607	0.3721555003
671	0.8804542203	0.3720317491
672	0.8805436338	0.3718889021
673	0.8806330472	0.371644678
674	0.8797389127	0.3715021365
675	0.8797389127	0.3713540094
676	0.8797389127	0.3711715359
677	0.8795600858	0.3710429266
678	0.8797389127	0.3708814521
679	0.8799177396	0.3707173189
680	0.8800071531	0.3705886817
681	0.8807224607	0.3704437423
682	0.8807224607	0.3701710932
683	0.8808118741	0.3700338365
684	0.8812589413	0.3698961484
685	0.8810801144	0.3697361044
686	0.8815271817	0.3695770882
687	0.8816165951	0.3693707366
688	0.8814377682	0.36922958
689	0.8812589413	0.3690504972
690	0.8812589413	0.3689087116
691	0.8813483548	0.3686555896
692	0.8817060086	0.3685025785
693	0.8818848355	0.3683278866
694	0.8818848355	0.3680775152
695	0.8814377682	0.3679657268
696	0.8814377682	0.3676912091
697	0.8812589413	0.3675575359
698	0.8820636624	0.3674085469
699	0.8820636624	0.3672677218
700	0.8820636624	0.3671195365
701	0.8820636624	0.3668702836
702	0.8820636624	0.3666381488
703	0.8833154506	0.3665123657
704	0.8839413448	0.366403452
705	0.8818848355	0.3662712509
706	0.8818848355	0.3661456626
707	0.8820636624	0.3660106859
708	0.8820636624	0.3658826729
709	0.8799177396	0.3656737651
710	0.8822424893	0.3655601453
711	0.8818848355	0.3654375495
712	0.881795422	0.3651575823
713	0.8797389127	0.3649570044
714	0.8797389127	0.3648329634
715	0.8800071531	0.36469902
716	0.8800071531	0.364582598
717	0.8800071531	0.3644086229
718	0.8800071531	0.3641994734
719	0.8797389127	0.3640661462
720	0.8798283262	0.3639485122
721	0.8797389127	0.3637185276
722	0.8797389127	0.3635865437
723	0.8797389127	0.3634626978
724	0.8798283262	0.3633449463
725	0.8800071531	0.3631924015
726	0.8802753934	0.3630475791
727	0.8824213162	0.3628973806
728	0.8824213162	0.3627223674
729	0.8825107296	0.3625915548
730	0.8824213162	0.3624422306
731	0.8824213162	0.3623325344
732	0.8824213162	0.3622067719
733	0.8846566524	0.3620875813
734	0.8845672389	0.3619683987
735	0.884388412	0.3618248712
736	0.8842989986	0.3617109066
737	0.884388412	0.3614745117
738	0.8841201717	0.3613659554
739	0.8840307582	0.3611193403
740	0.8844778255	0.3608940859
741	0.8844778255	0.3607582866
742	0.884388412	0.3605991642
743	0.8847460658	0.3604770583
744	0.8847460658	0.360355079
745	0.8855507868	0.3601133017
746	0.8854613734	0.3599876184
747	0.8853719599	0.3598578763
748	0.8855507868	0.3597358826
749	0.8856402003	0.3595974798
750	0.8857296137	0.3594711405
751	0.8857296137	0.3593174497
752	0.8858190272	0.3591147157
753	0.8858190272	0.3588870514
754	0.8856402003	0.3587452835
755	0.8855507868	0.3586159871
756	0.8837625179	0.3584190054
757	0.8841201717	0.358306875
758	0.8862660944	0.3581703121
759	0.884388412	0.3580521775
760	0.8840307582	0.3579056212
761	0.8840307582	0.3576951642
762	0.8859084406	0.3575812781
763	0.886176681	0.3574781505
764	0.8864449213	0.3573698887
765	0.8862660944	0.3572349619
766	0.8862660944	0.3571136912
767	0.884388412	0.3569220801
768	0.8849248927	0.3567063086
769	0.8845672389	0.3565977019
770	0.8850143062	0.3564783821
771	0.8851037196	0.3562329663
772	0.885193133	0.3561233767
773	0.8851037196	0.3560159952
774	0.886981402	0.3559157172
775	0.8866237482	0.3557761664
776	0.8868919886	0.3555540643
777	0.8873390558	0.3554426615
778	0.8871602289	0.3552500071
779	0.8872496423	0.3551324965
780	0.8872496423	0.3550193499
781	0.8871602289	0.3548900701
782	0.8873390558	0.3547841218
783	0.8873390558	0.3545825364
784	0.8868025751	0.3544603945
785	0.8868919886	0.354346428
786	0.8870708155	0.3542218566
787	0.8873390558	0.3540943282
788	0.8873390558	0.3539639857
789	0.8874284692	0.3538542205
790	0.8866237482	0.3537398032
791	0.8870708155	0.3536146072
792	0.8871602289	0.3534990269
793	0.886981402	0.3533418522
794	0.8868919886	0.3532362699
795	0.8868919886	0.3531118832
796	0.8874284692	0.3530009153
797	0.8876072961	0.3528600178
798	0.8876072961	0.3527347408
799	0.8874284692	0.352606968
800	0.8871602289	0.3524924698
801	0.8872496423	0.3523024127
802	0.8873390558	0.3521842096
803	0.8873390558	0.3519968467
804	0.8876967096	0.3519042451
805	0.8876967096	0.3518011383
806	0.8876967096	0.3516756323
807	0.8878755365	0.3515636637
808	0.8879649499	0.3514527102
809	0.8878755365	0.3512830483
810	0.8875178827	0.3511558196
811	0.887786123	0.3510312598
812	0.8879649499	0.3509192231
813	0.8876967096	0.3508235238
814	0.8876967096	0.3507227166
815	0.8876967096	0.3506087209
816	0.8879649499	0.3505135187
817	0.8879649499	0.3503800167
818	0.8880543634	0.3502415477
819	0.8881437768	0.3501254191
820	0.8882331903	0.349943694
821	0.8880543634	0.3497903957
822	0.8880543634	0.3497025682
823	0.8880543634	0.3495957098
824	0.8863555079	0.3494179921
825	0.8864449213	0.3493197461
826	0.8864449213	0.3492080742
827	0.8866237482	0.3490853443
828	0.8866237482	0.3489104137
829	0.8866237482	0.3487237759
830	0.8867131617	0.3486155837
831	0.8867131617	0.3485101668
832	0.8867131617	0.3483102085
833	0.8868025751	0.3481437429
834	0.8868919886	0.3480244338
835	0.8868919886	0.347920273
836	0.8868919886	0.347802374
837	0.886981402	0.3476895279
838	0.8870708155	0.347579085
839	0.8868919886	0.3474708823
840	0.886981402	0.3473700306
841	0.8870708155	0.3471775038
842	0.8868919886	0.347053421
843	0.886981402	0.3469407369
844	0.8873390558	0.3467772735
845	0.8871602289	0.3466187275
846	0.8870708155	0.3465011241
847	0.886981402	0.3463916452
848	0.886981402	0.3462846696
849	0.8871602289	0.3461287176
850	0.8874284692	0.3460018099
851	0.8870708155	0.3458999816
852	0.8871602289	0.3457946823
853	0.8874284692	0.3457071462
854	0.8875178827	0.3456074055
855	0.8874284692	0.34551934
856	0.8874284692	0.3453352783
857	0.8876072961	0.3452276173
858	0.8876072961	0.3451032164
859	0.8875178827	0.3449993105
860	0.8876072961	0.34488939
861	0.8875178827	0.3447848044
862	0.8874284692	0.3446675634
863	0.8873390558	0.3445648427
864	0.8874284692	0.3444578847
865	0.8875178827	0.3443114355
866	0.8872496423	0.3441950812
867	0.8872496423	0.3440998983
868	0.8872496423	0.3439587292
869	0.8871602289	0.3438291603
870	0.8872496423	0.3435807448
871	0.8890379113	0.3434892779
872	0.8892167382	0.3433929894
873	0.8872496423	0.3432351989
874	0.8871602289	0.3431295259
875	0.8871602289	0.342953614
876	0.8873390558	0.3428604066
877	0.8890379113	0.3427664487
878	0.8892167382	0.3426680559
879	0.8891273247	0.3425504739
880	0.8902896996	0.3423477176
881	0.8900214592	0.3422262578
882	0.8901108727	0.3419852723
