iter	Accuracy	Logloss
883	0.8901108727	0.3418908181
884	0.8906473534	0.341774479
885	0.8906473534	0.3416744106
886	0.8905579399	0.3416054408
887	0.8905579399	0.3414185758
888	0.8908261803	0.341260915
889	0.8910050072	0.3411693893
890	0.8910050072	0.3409797242
891	0.890379113	0.3408847797
892	0.8905579399	0.340706094
893	0.8908261803	0.3406132168
894	0.8910050072	0.3404197826
895	0.8908261803	0.3402872607
896	0.8909155937	0.3401660342
897	0.8909155937	0.3400476705
898	0.8910050072	0.3399687681
899	0.8910050072	0.3398562426
900	0.891183834	0.3397671245
901	0.891183834	0.339653628
902	0.8910944206	0.3395128879
903	0.8892167382	0.3393613312
904	0.8893061516	0.3392521994
905	0.8890379113	0.339150055
906	0.8914520744	0.3390372523
907	0.8914520744	0.3389350143
908	0.8896638054	0.3388350599
909	0.8916309013	0.3386800084
910	0.8915414878	0.3385755944
911	0.8915414878	0.3383453555
912	0.8918991416	0.3381761557
913	0.8918097282	0.3380775654
914	0.8918097282	0.3379844064
915	0.8918991416	0.3378830062
916	0.8918097282	0.3377719847
917	0.8918991416	0.3376777234
918	0.8918991416	0.3375782297
919	0.8918991416	0.3373570324
920	0.8918991416	0.3372682641
921	0.8919885551	0.3371803746
922	0.8919885551	0.3370728251
923	0.8919885551	0.3369039623
924	0.8918991416	0.3368059677
925	0.8919885551	0.3367185197
926	0.8919885551	0.3365403273
927	0.892167382	0.3364533064
928	0.8920779685	0.3363600861
929	0.8919885551	0.3362313436
930	0.892167382	0.3361504778
931	0.8920779685	0.3360704144
932	0.8922567954	0.3359095358
933	0.8922567954	0.3358171452
934	0.8924356223	0.3357298917
935	0.8925250358	0.3356187717
936	0.8924356223	0.3355108665
937	0.8923462089	0.3354179638
938	0.8923462089	0.3353249045
939	0.8924356223	0.3351424855
940	0.8925250358	0.335055341
941	0.8925250358	0.3349724443
942	0.8924356223	0.3348761777
943	0.8927038627	0.3347058657
944	0.8927038627	0.3346099333
945	0.8927038627	0.3344893035
946	0.8926144492	0.3343909036
947	0.8926144492	0.3343023287
948	0.8927038627	0.3341977417
949	0.8927038627	0.3339766204
950	0.8927038627	0.3338293095
951	0.8927932761	0.3337119632
952	0.8927932761	0.3336110762
953	0.8927932761	0.3335158717
954	0.8927932761	0.3334327538
955	0.8927932761	0.333342308
956	0.8925250358	0.3332504136
957	0.8928826896	0.333165513
958	0.8928826896	0.3330823145
959	0.8928826896	0.3329924243
960	0.8928826896	0.3328486088
961	0.8927932761	0.332757087
962	0.8924356223	0.3325830177
963	0.8924356223	0.3324920971
964	0.8925250358	0.3324096254
965	0.8925250358	0.3323220996
966	0.8925250358	0.332236213
967	0.8926144492	0.3320931543
968	0.8926144492	0.3319115618
969	0.8926144492	0.3318148232
970	0.8923462089	0.3317142341
971	0.8923462089	0.331607802
972	0.8922567954	0.3315158136
973	0.8925250358	0.3314274458
974	0.8922567954	0.3312614616
975	0.8923462089	0.3311603253
976	0.8923462089	0.3310606509
977	0.8923462089	0.3309706458
978	0.8922567954	0.3308955118
979	0.8925250358	0.330814219
980	0.8925250358	0.3307157676
981	0.8926144492	0.3306361069
982	0.8925250358	0.3305367524
983	0.8926144492	0.3304562485
984	0.8925250358	0.3302800641
985	0.8924356223	0.3302027612
986	0.8927932761	0.3301300618
987	0.8924356223	0.3299933589
988	0.8927932761	0.3298786493
989	0.8923462089	0.3297921516
990	0.8924356223	0.3296951643
991	0.8926144492	0.329474627
992	0.8925250358	0.3293118453
993	0.8926144492	0.3292290975
994	0.8926144492	0.3291311524
995	0.8926144492	0.3290367758
996	0.8926144492	0.328949838
997	0.8928826896	0.3288536943
998	0.8928826896	0.3287677303
999	0.892972103	0.3286826481
1000	0.892972103	0.3285975155
1001	0.8928826896	0.3284465042
1002	0.8927932761	0.3283633586
1003	0.8924356223	0.328281914
1004	0.8924356223	0.3281981811
1005	0.8924356223	0.3280588493
1006	0.8924356223	0.327949995
1007	0.8923462089	0.3278139649
1008	0.8925250358	0.3277155318
1009	0.8924356223	0.3275823342
1010	0.8926144492	0.3275023058
1011	0.8926144492	0.3274113829
1012	0.8930615165	0.3272404583
1013	0.8930615165	0.3271598496
1014	0.8930615165	0.3270800636
1015	0.892972103	0.3269856465
1016	0.892972103	0.3269074725
1017	0.8934191702	0.3267687534
1018	0.8934191702	0.32668726
1019	0.8935085837	0.3265101219
1020	0.8935979971	0.3263817978
1021	0.893776824	0.3262912105
1022	0.893776824	0.3261655071
1023	0.8938662375	0.3260814595
1024	0.893776824	0.3258612496
1025	0.893776824	0.3256993308
1026	0.893776824	0.3256308979
1027	0.8936874106	0.3255375817
1028	0.8936874106	0.3254523836
1029	0.8936874106	0.3253666195
1030	0.893776824	0.3252967028
1031	0.8938662375	0.325219993
1032	0.8933297568	0.3251425599
1033	0.8931509299	0.3250631862
1034	0.8930615165	0.3249882506
1035	0.8931509299	0.3249148215
1036	0.8930615165	0.3248350069
1037	0.892972103	0.3247377716
1038	0.8928826896	0.3245678632
1039	0.8931509299	0.3244897757
1040	0.8934191702	0.3243222304
1041	0.8935085837	0.3242540722
1042	0.8932403433	0.3241644989
1043	0.8934191702	0.3240876697
1044	0.892972103	0.3239972598
1045	0.892972103	0.3239077817
1046	0.892972103	0.3237826769
1047	0.892972103	0.3237080754
1048	0.8928826896	0.3236304389
1049	0.892972103	0.3235413922
1050	0.8927932761	0.3234184455
1051	0.892972103	0.3233315085
1052	0.8930615165	0.3232520319
1053	0.8930615165	0.3231709313
1054	0.8931509299	0.3230773356
1055	0.8931509299	0.3230028392
1056	0.8927932761	0.3229367188
1057	0.892972103	0.3227819897
1058	0.8928826896	0.3227056569
1059	0.8934191702	0.3225969173
1060	0.8933297568	0.3225177304
1061	0.8933297568	0.3224401778
1062	0.8934191702	0.3223742285
1063	0.8933297568	0.3223018259
1064	0.8933297568	0.322220873
1065	0.8934191702	0.3220266128
1066	0.892972103	0.3219057178
1067	0.892972103	0.3217897602
1068	0.892972103	0.3217123908
1069	0.892972103	0.3216038198
1070	0.8930615165	0.3215183866
1071	0.8935085837	0.3213816285
1072	0.8935085837	0.3212939338
1073	0.8933297568	0.321219894
1074	0.8933297568	0.3211382126
1075	0.8933297568	0.3210523021
1076	0.8933297568	0.3209703667
1077	0.8933297568	0.3208126129
1078	0.8933297568	0.3207286492
1079	0.8938662375	0.3206543011
1080	0.8934191702	0.3205495112
1081	0.893776824	0.320471396
1082	0.8934191702	0.3203993684
1083	0.8934191702	0.3201940764
1084	0.8933297568	0.320123245
1085	0.8933297568	0.3200525862
1086	0.8933297568	0.3199826797
1087	0.8933297568	0.3199184237
1088	0.8934191702	0.3197714353
1089	0.893776824	0.3196316519
1090	0.8939556509	0.3195689837
1091	0.8939556509	0.3194962825
1092	0.8939556509	0.3194230133
1093	0.8940450644	0.3193477893
1094	0.8939556509	0.3192656485
1095	0.8939556509	0.3191632063
1096	0.8939556509	0.3190738234
1097	0.8939556509	0.3189952871
1098	0.8939556509	0.3188797572
1099	0.8949391989	0.3188056739
1100	0.8939556509	0.318723014
1101	0.8939556509	0.3186614967
1102	0.8939556509	0.3185849126
1103	0.8940450644	0.3185093701
1104	0.8940450644	0.3183961467
1105	0.8939556509	0.3183163657
1106	0.8940450644	0.3181822278
1107	0.8940450644	0.3181093586
1108	0.8940450644	0.318030306
1109	0.8949391989	0.3179608807
1110	0.8949391989	0.3178102982
1111	0.8950286123	0.3177109776
1112	0.8950286123	0.3176318317
1113	0.8950286123	0.317486747
1114	0.8941344778	0.3174116255
1115	0.8940450644	0.3173402973
1116	0.8941344778	0.3172704247
1117	0.8941344778	0.3172026057
1118	0.8941344778	0.3171344127
1119	0.8941344778	0.3170686653
1120	0.8941344778	0.3169945604
1121	0.8942238913	0.3169126392
1122	0.8941344778	0.3168420421
1123	0.8942238913	0.3167822831
1124	0.8941344778	0.3166702423
1125	0.8942238913	0.3165606851
1126	0.8942238913	0.3164887454
1127	0.8942238913	0.3163433177
1128	0.8942238913	0.3162638142
1129	0.8942238913	0.3161861229
1130	0.8942238913	0.3159932167
1131	0.8942238913	0.3159198358
1132	0.8942238913	0.3158512772
1133	0.8942238913	0.3157931756
1134	0.8942238913	0.3156646288
1135	0.8941344778	0.3155931014
1136	0.8945815451	0.3155055668
1137	0.8945815451	0.3154389983
1138	0.8941344778	0.315331701
1139	0.8942238913	0.315265026
1140	0.8942238913	0.3151946531
1141	0.8942238913	0.3151110371
1142	0.8943133047	0.3149718403
1143	0.8943133047	0.3148941219
1144	0.8942238913	0.3148182044
1145	0.8943133047	0.3147502711
1146	0.8943133047	0.3146789518
1147	0.8942238913	0.3146136259
1148	0.8943133047	0.314437654
1149	0.8943133047	0.3143636754
1150	0.8944027182	0.3142967555
1151	0.8944027182	0.3141910609
1152	0.8943133047	0.3141268201
1153	0.8945815451	0.3140610331
1154	0.8945815451	0.313957292
1155	0.8944921316	0.3138804292
1156	0.8944921316	0.3138051944
1157	0.8944921316	0.3137343277
1158	0.8944921316	0.3136643915
1159	0.8944921316	0.3135945493
1160	0.8946709585	0.3135208665
1161	0.8953862661	0.3134521394
1162	0.8952968526	0.3133799754
1163	0.8946709585	0.3133146375
1164	0.8950286123	0.3132465261
1165	0.8950286123	0.3130972475
1166	0.8950286123	0.3129951628
1167	0.8959227468	0.312931572
1168	0.8957439199	0.3128642122
1169	0.8960121602	0.3127719262
1170	0.8957439199	0.3126978984
1171	0.8957439199	0.3126333359
1172	0.8960121602	0.3125692152
1173	0.8960121602	0.3125131834
1174	0.8959227468	0.3124403913
1175	0.8959227468	0.3123505905
1176	0.8949391989	0.3122952854
1177	0.8950286123	0.3122240288
1178	0.8957439199	0.3121573068
1179	0.8957439199	0.3120941144
1180	0.8957439199	0.3120042443
1181	0.8957439199	0.31182235
1182	0.8957439199	0.3116912569
1183	0.8956545064	0.3115591819
1184	0.8961015737	0.3114924658
1185	0.8957439199	0.311429438
1186	0.8961015737	0.3113676725
1187	0.8957439199	0.3112271672
1188	0.8957439199	0.311126538
1189	0.8957439199	0.3110374329
1190	0.8957439199	0.3109647878
1191	0.8958333333	0.3108996512
1192	0.8962804006	0.310837719
1193	0.8962804006	0.3107169263
1194	0.8958333333	0.3106182855
1195	0.8959227468	0.3105469689
1196	0.8958333333	0.3104852851
1197	0.8958333333	0.3104151609
1198	0.8957439199	0.3103541908
1199	0.8957439199	0.3101892417
1200	0.8957439199	0.310124856
1201	0.8958333333	0.3100560841
1202	0.8962804006	0.3099928431
1203	0.8957439199	0.3099322264
1204	0.8958333333	0.3098645251
1205	0.8958333333	0.3098046926
1206	0.8961015737	0.3097460581
1207	0.8960121602	0.3096785391
1208	0.8958333333	0.3096173982
1209	0.8959227468	0.3095566345
1210	0.8956545064	0.3094588025
1211	0.8956545064	0.309362299
1212	0.895565093	0.3093023571
1213	0.895565093	0.3092311306
1214	0.895565093	0.3091683315
1215	0.8956545064	0.3091078073
1216	0.895565093	0.3090378362
1217	0.8957439199	0.3089587262
1218	0.8957439199	0.308899036
1219	0.8961015737	0.3088373289
1220	0.8959227468	0.3087851897
1221	0.8960121602	0.3087226302
1222	0.8960121602	0.3086273731
1223	0.896369814	0.3085693987
1224	0.8962804006	0.3085050533
1225	0.896369814	0.3084279434
1226	0.896369814	0.3082951764
1227	0.896369814	0.308237198
1228	0.896369814	0.3081876078
1229	0.896369814	0.308029796
1230	0.8961909871	0.3079645983
1231	0.8962804006	0.3079044185
1232	0.8962804006	0.3078454832
1233	0.8961909871	0.3077603718
1234	0.8961909871	0.307693482
1235	0.8966380544	0.3076420941
1236	0.8966380544	0.3075812346
1237	0.8966380544	0.307522807
1238	0.8968168813	0.3074664135
1239	0.8966380544	0.3074086359
1240	0.8966380544	0.3072850337
1241	0.8966380544	0.3072195568
1242	0.8966380544	0.3071507529
1243	0.8966380544	0.3070834017
1244	0.8965486409	0.3070108726
1245	0.896369814	0.3069266504
1246	0.8966380544	0.3068703056
1247	0.8966380544	0.3067765234
1248	0.8966380544	0.3067166425
1249	0.8967274678	0.3065786473
1250	0.8966380544	0.3065040266
1251	0.8966380544	0.3064448473
1252	0.8966380544	0.3063174964
1253	0.8969062947	0.3062042175
1254	0.8962804006	0.3061130889
1255	0.896369814	0.3060566283
1256	0.8968168813	0.306001298
1257	0.8968168813	0.3059372678
1258	0.8968168813	0.3058752383
1259	0.8967274678	0.3058173039
1260	0.8966380544	0.3057546818
1261	0.8966380544	0.3057050208
1262	0.8967274678	0.3056444846
1263	0.8966380544	0.3055819213
1264	0.8967274678	0.3055252218
1265	0.8966380544	0.3054435326
1266	0.8968168813	0.3053776111
1267	0.8969062947	0.3052273175
1268	0.8967274678	0.3051059662
1269	0.8967274678	0.3050414531
1270	0.8967274678	0.3049516257
1271	0.8968168813	0.3047836646
1272	0.8967274678	0.3047148541
1273	0.8968168813	0.3046591376
1274	0.8966380544	0.3046005638
1275	0.8968168813	0.3045403559
1276	0.8969062947	0.3044081418
1277	0.8968168813	0.3043273765
1278	0.8967274678	0.3042707676
1279	0.8967274678	0.3042239581
1280	0.8965486409	0.3041667957
1281	0.8961909871	0.3040790726
1282	0.8965486409	0.3040238354
1283	0.8965486409	0.3039670571
1284	0.8967274678	0.3039129084
1285	0.8967274678	0.3038496681
1286	0.8966380544	0.3037949325
1287	0.8966380544	0.3036838511
1288	0.8966380544	0.303611974
1289	0.8966380544	0.3035561908
1290	0.8967274678	0.3034387526
1291	0.8966380544	0.3033773513
1292	0.8966380544	0.3032692057
1293	0.8966380544	0.3032238012
1294	0.8967274678	0.3031705828
1295	0.8967274678	0.3031145047
1296	0.8969062947	0.3030443488
1297	0.8968168813	0.3029894024
1298	0.8968168813	0.3029311339
1299	0.8968168813	0.3028039899
1300	0.8971745351	0.3027508826
1301	0.8968168813	0.3026975243
1302	0.8968168813	0.3026112369
1303	0.8968168813	0.3025574596
1304	0.8970851216	0.3023968092
1305	0.8968168813	0.3023441387
1306	0.8969957082	0.3022844387
1307	0.8969957082	0.3022400584
1308	0.8969957082	0.3021831575
1309	0.8969957082	0.3020689693
1310	0.8972639485	0.3020069246
1311	0.8969957082	0.3019601326
1312	0.8970851216	0.3018385508
1313	0.8973533619	0.3017231446
1314	0.8972639485	0.301668469
1315	0.8973533619	0.3016249378
1316	0.8973533619	0.301519843
1317	0.8975321888	0.3014669488
1318	0.8973533619	0.3014149652
1319	0.8973533619	0.3013457691
1320	0.8975321888	0.3012875233
1321	0.8975321888	0.3012268069
1322	0.8975321888	0.3011620025
1323	0.8975321888	0.3011049726
1324	0.8975321888	0.3009990021
1325	0.8975321888	0.3009468843
1326	0.8975321888	0.3009014206
1327	0.8975321888	0.3008243768
1328	0.8976216023	0.300781614
1329	0.8978004292	0.3006588599
1330	0.8977110157	0.300607683
1331	0.8974427754	0.300551772
1332	0.8973533619	0.3004935592
1333	0.8975321888	0.3004401716
1334	0.8973533619	0.3003871861
1335	0.8975321888	0.3002758799
1336	0.8973533619	0.3001655635
1337	0.8973533619	0.3000981535
1338	0.8971745351	0.3000478486
1339	0.8971745351	0.2999460731
1340	0.8971745351	0.2998712772
1341	0.8973533619	0.2997535708
1342	0.8973533619	0.2996711767
1343	0.8973533619	0.2996210466
1344	0.8973533619	0.2995623518
1345	0.8973533619	0.2995068656
1346	0.8973533619	0.2994477398
1347	0.8975321888	0.2992934204
1348	0.8975321888	0.2992390173
1349	0.8974427754	0.299124821
1350	0.8973533619	0.2990703793
1351	0.8973533619	0.2990043022
1352	0.8975321888	0.2989242283
1353	0.8973533619	0.2988519997
1354	0.8973533619	0.2987448163
1355	0.8975321888	0.2986944916
1356	0.8973533619	0.2986430883
1357	0.8974427754	0.2985698194
1358	0.8975321888	0.2985277559
1359	0.8975321888	0.298476402
1360	0.8973533619	0.298426963
1361	0.8972639485	0.2983200729
1362	0.8973533619	0.2982641864
1363	0.8973533619	0.2982157881
1364	0.8973533619	0.298117391
1365	0.8975321888	0.2980679179
1366	0.8975321888	0.2980239091
1367	0.8975321888	0.2979681351
1368	0.8977110157	0.2978895748
1369	0.8975321888	0.2978351185
1370	0.8978004292	0.2977780477
1371	0.8976216023	0.2977348091
1372	0.8978004292	0.2976841641
1373	0.8978004292	0.2975364019
1374	0.8979792561	0.2974799535
1375	0.8979792561	0.2974294527
1376	0.8978898426	0.2973759229
1377	0.8980686695	0.297258159
1378	0.8980686695	0.297193811
1379	0.898158083	0.2971392142
1380	0.8979792561	0.2970900916
1381	0.8980686695	0.2969801617
1382	0.8980686695	0.2969298583
1383	0.8979792561	0.2968695352
1384	0.898158083	0.2968199208
1385	0.8980686695	0.2967682189
1386	0.898158083	0.296727435
1387	0.898158083	0.2966237512
1388	0.8982474964	0.2965709162
1389	0.8982474964	0.2965156662
1390	0.8982474964	0.2964757434
1391	0.898158083	0.2964337781
1392	0.8982474964	0.2963854472
1393	0.898158083	0.29630929
1394	0.8982474964	0.2962464546
1395	0.898158083	0.2961923282
1396	0.898158083	0.2960973545
1397	0.898158083	0.2959664378
1398	0.8982474964	0.2959148117
1399	0.8982474964	0.2958658999
1400	0.8982474964	0.2958193132
1401	0.8982474964	0.2957499511
1402	0.898158083	0.2957022466
1403	0.8980686695	0.2956554966
1404	0.898158083	0.2955858629
1405	0.8980686695	0.2955371172
1406	0.8980686695	0.2954892749
1407	0.8980686695	0.2954423907
1408	0.8980686695	0.2953843034
1409	0.8982474964	0.2953312806
1410	0.8982474964	0.2952563238
1411	0.8980686695	0.2952102172
1412	0.898158083	0.2951101226
1413	0.8982474964	0.2950713408
1414	0.8982474964	0.2950254613
1415	0.8983369099	0.2949641901
1416	0.8983369099	0.2949140434
1417	0.8984263233	0.2948631097
1418	0.8984263233	0.2947665427
1419	0.8986051502	0.2946531918
1420	0.8985157368	0.2945861756
1421	0.8985157368	0.2945329694
1422	0.8985157368	0.2943907477
1423	0.8984263233	0.294343316
1424	0.8984263233	0.2943029515
1425	0.8985157368	0.2942517069
1426	0.8983369099	0.2941996934
1427	0.8983369099	0.2941481548
1428	0.8982474964	0.2941020843
1429	0.8983369099	0.2940537548
1430	0.8983369099	0.2940078959
1431	0.8983369099	0.293902198
1432	0.8983369099	0.2938105427
1433	0.8983369099	0.2937378757
1434	0.8984263233	0.2936926821
1435	0.8984263233	0.2936400202
1436	0.8985157368	0.2935956997
1437	0.8984263233	0.2935463298
1438	0.8984263233	0.2934947278
1439	0.8984263233	0.2934393899
1440	0.8985157368	0.2934017745
1441	0.8986051502	0.2932925222
1442	0.8986051502	0.293246189
1443	0.8986051502	0.2931957294
1444	0.8986051502	0.2931070768
1445	0.8986051502	0.2930626161
1446	0.8986051502	0.2930171676
1447	0.8986051502	0.292977802
1448	0.8986051502	0.2928811293
1449	0.8986051502	0.2928097068
1450	0.8986051502	0.2927585128
1451	0.8985157368	0.2926931266
1452	0.8985157368	0.2925568147
1453	0.8985157368	0.2924969009
1454	0.8985157368	0.2924481909
1455	0.8984263233	0.2923842305
1456	0.8984263233	0.292347261
1457	0.8984263233	0.2923018177
1458	0.8982474964	0.2922574957
1459	0.8983369099	0.2922140605
1460	0.8983369099	0.2921161187
1461	0.8983369099	0.2920694415
1462	0.8986051502	0.2920244371
1463	0.8986051502	0.2919768884
1464	0.8986051502	0.2919183194
1465	0.8986051502	0.2918682034
1466	0.8986945637	0.2918191013
1467	0.898962804	0.2917762003
1468	0.898962804	0.2917065351
1469	0.898962804	0.2916112296
1470	0.8984263233	0.2915612644
1471	0.8985157368	0.2915123175
1472	0.8987839771	0.2914674511
1473	0.8987839771	0.2914234831
1474	0.8988733906	0.2913744983
1475	0.898962804	0.2913315809
1476	0.898962804	0.2912861748
1477	0.898962804	0.2912291912
1478	0.8988733906	0.291127493
1479	0.8991416309	0.2910782022
1480	0.8991416309	0.2909846796
1481	0.8991416309	0.2909428418
1482	0.8990522175	0.2908794837
1483	0.8990522175	0.2908352614
1484	0.8990522175	0.2907449691
1485	0.898962804	0.2906983837
1486	0.898962804	0.2906298224
1487	0.8990522175	0.2905817847
1488	0.898962804	0.2905383997
1489	0.8990522175	0.2904959698
1490	0.8990522175	0.2904535151
1491	0.898962804	0.2904058051
1492	0.898962804	0.2903535164
1493	0.8990522175	0.2903120427
1494	0.8992310443	0.2902684534
1495	0.8993204578	0.2902250821
1496	0.8993204578	0.2901898257
1497	0.8993204578	0.2901404132
1498	0.8994098712	0.2900921122
1499	0.8994098712	0.2900245462
